name,address,description,Grantobiorca Kod pocztowy,Grantobiorca Miejscowość,Grantobiorca Nr budynku,Grantobiorca Ulica,Miejsce Realizacji Województwo,Nazwa,Wartość wsparcia,Powiat
Centrum Rozwoju Biznesu w Miejscowości Czersk: Organizacja spotkań stacjonarnych i online dla lokalnych firm. Dostęp do miejsca i technologii wraz ze wsparciem technicznym i marketingowym.,POMORSKIE Czersk Szkolna 1a 89-650,Nazwa: Przedsiębiorstwo Usługowe Michał Kiełpiński<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Czersk<br>Grantobiorca Ulica: Szkolna<br>Grantobiorca Nr budynku: 1a<br>Grantobiorca Kod pocztowy: 89-650<br>Wartość wsparcia: 123573.83,89-650,Czersk,1a,Szkolna,POMORSKIE,Przedsiębiorstwo Usługowe Michał Kiełpiński,123573.83,Powiat chojnicki
Rozszerzenie i dywersyfikacja działalności firmy Marta Piątkowska w sektorze usług noclegowych i organizacji spotkań biznesowych w domku na wodzie w Rejonie 1,POMORSKIE Pruszcz Gdański bp. Adama Stanisława Grabowskiego 8 83-000,Nazwa: Marta Piątkowska<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Pruszcz Gdański<br>Grantobiorca Ulica: bp. Adama Stanisława Grabowskiego<br>Grantobiorca Nr budynku: 8<br>Grantobiorca Kod pocztowy: 83-000<br>Wartość wsparcia: 540000,83-000,Pruszcz Gdański,8,bp. Adama Stanisława Grabowskiego,POMORSKIE,Marta Piątkowska,540000.0,Gdansk County
"Dywersyfikacja istniejącej działalności polegająca na utworzeniu nowych usług w ramach PKD 96.04.Z usługę saunowania i kodu PKD 85.51.Z o usługę organizacji obozów,zajęć sportowych dla grup i osób indywidualnych w nowo utworzonym obiekcje sportowym oraz w ramach PKD 55.20.Z wprowadzenie integracyjnego placu zabaw ,celem zwiększenia ilości klientów a tym samym zwiększenia odporności na kryzysy i poprawa wyników finansowych firmy Bapos w woj. pomorskim region I",POMORSKIE Tuchom Spacerowa 63 80-209,Nazwa: Barbara Pospieszna 'BAPOS'<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Tuchom<br>Grantobiorca Ulica: Spacerowa<br>Grantobiorca Nr budynku: 63<br>Grantobiorca Kod pocztowy: 80-209<br>Wartość wsparcia: 355369,80-209,Tuchom,63,Spacerowa,POMORSKIE,Barbara Pospieszna 'BAPOS',355369.0,Gdansk
Dywersyfikacja działalności Fundacji Mariusz Wlazłego poprzez dodanie do oferty nowych usług dedykowanych dla osób starszych,POMORSKIE Gdańsk Jagiellońska 13 80-371,Nazwa: Fundacja Mariusza Wlazłego<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Jagiellońska<br>Grantobiorca Nr budynku: 13<br>Grantobiorca Kod pocztowy: 80-371<br>Wartość wsparcia: 436874.26,80-371,Gdańsk,13,Jagiellońska,POMORSKIE,Fundacja Mariusza Wlazłego,436874.26,Gdansk
"Rozszerzenie zakresu działalności PRZEDSIĘBIORSTWO HANDLOWE ""SAKIS II""RADOSŁAW I STERGIOS SIBETERIS SPÓŁKA CYWILNA poprzez wprowadzenie nowej usługi wynajmu przyczep kempingowych jako nowa forma zakwaterowania w odpowiedzi na potrzeby rynku post pandemicznego.(woj.Pomorskie )",,"Nazwa: PRZEDSIĘBIORSTWO HANDLOWE ""SAKIS II""RADOSŁAW I STERGIOS SIBETERIS SPÓŁKA CYWILNA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Pieńsk<br>Grantobiorca Ulica: Przejazdowa<br>Grantobiorca Nr budynku: 24<br>Grantobiorca Kod pocztowy: 59-930<br>Wartość wsparcia: 473224.4",59-930,Pieńsk,24,Przejazdowa,POMORSKIE,"PRZEDSIĘBIORSTWO HANDLOWE ""SAKIS II""RADOSŁAW I STERGIOS SIBETERIS SPÓŁKA CYWILNA",473224.4,Zgorzelec County
"Rozszerzenie i dywersyfikacja działalności firmy Przystań Kajakowa ""Kajaki-Słupia"" spółka cywilna Witold Zalewski, Renata Zalewska z siedzibą w Sulęczynie (województwo pomorskie) poprzez zakup wyposażenia wypożyczalni sprzętów wodnych, wprowadzenie usług SPA/wellness dla kajakarzy oraz zakup powiązanych usług informatycznych, szkoleniowych i doradczych, jak też wdrożenie rozwiązań proekologicznych.",POMORSKIE Sulęczyno Aleja Wojska Polskiego 23A 83-320,"Nazwa: Przystań Kajakowa ""KAJAKI-SŁUPIA""spółka cywilna Witold Zalewski, RenataZalewska<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sulęczyno<br>Grantobiorca Ulica: Aleja Wojska Polskiego<br>Grantobiorca Nr budynku: 23A<br>Grantobiorca Kod pocztowy: 83-320<br>Wartość wsparcia: 157484.7",83-320,Sulęczyno,23A,Aleja Wojska Polskiego,POMORSKIE,"Przystań Kajakowa ""KAJAKI-SŁUPIA""spółka cywilna Witold Zalewski, RenataZalewska",157484.7,Powiat starogardzki
"Dywersyfikacja działalności firmy ""NAMIB"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ poprzez utworzenie wypożyczalni rowerów elektrycznych na terenie Sopotu w województwie pomorskim.",POMORSKIE Sopot Emilii Plater 12 81-777,"Nazwa: ""NAMIB"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Emilii Plater<br>Grantobiorca Nr budynku: 12<br>Grantobiorca Kod pocztowy: 81-777<br>Wartość wsparcia: 417567.01",81-777,Sopot,12,Emilii Plater,POMORSKIE,"""NAMIB"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",417567.01,Sopot
Dywersyfikacja działalności i wprowadzenie nowych usług w firmie Biuro Turystyczne Czerwiński Travel Sp. z o.o. w celu zwiększenie odporności branży HoReCa w województwie pomorskim na negatywne skutki otoczenia,POMORSKIE Gdańsk Władysława Biegańskiego 10 80-807,Nazwa: Biuro Turystyczne Czerwiński Travel Sp. zo.o.<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Władysława Biegańskiego<br>Grantobiorca Nr budynku: 10<br>Grantobiorca Kod pocztowy: 80-807<br>Wartość wsparcia: 534016.8,80-807,Gdańsk,10,Władysława Biegańskiego,POMORSKIE,Biuro Turystyczne Czerwiński Travel Sp. zo.o.,534016.8,Gdansk
"Dywersyfikacja działalności firmy poprzez świadczenie nowej usługi w oparciu o planowaną inwestycję w woj. pomorskim, celem zwiększenia odporności firmy na sytuacje kryzysowe - Region nr 1 obejmujący województwa kujawsko-pomorskie, pomorskie i zachodniopomorskie.",POMORSKIE Dzierzgoń Pogodna 25 82-440,Nazwa: MUZYKA OKOLICZNOŚCIOWA MACIEJ FRĄCZEK<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Dzierzgoń<br>Grantobiorca Ulica: Pogodna<br>Grantobiorca Nr budynku: 25<br>Grantobiorca Kod pocztowy: 82-440<br>Wartość wsparcia: 540000,82-440,Dzierzgoń,25,Pogodna,POMORSKIE,MUZYKA OKOLICZNOŚCIOWA MACIEJ FRĄCZEK,540000.0,Powiat sztumski
"Rozszerzenie działalności przedsiębiorcy SZULTKA SPORT Tomasz Szultka poprzez wprowadzenie do oferty usług cyfrowych i usług wypożyczalni sprzętu wodnego, a także rozszerzenie oferty prowadzonych zajęć w ramach treningów personalnych i w małych grupach poprzez sporty wodne i treningi w plenerze w połączeniu z upowszechnieniem walorów przyrodniczych i turystycznych województwa pomorskiego, ze szczególnym uwzględnieniem terenu obejmującego Park Narodowy Bory Tucholskie i Zaborski Park Krajobrazowy",POMORSKIE Chojnice Jedności 36 89-600,Nazwa: TOMASZ SZULTKA SZULTKA SPORT<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Chojnice<br>Grantobiorca Ulica: Jedności<br>Grantobiorca Nr budynku: 36<br>Grantobiorca Kod pocztowy: 89-600<br>Wartość wsparcia: 505104,89-600,Chojnice,36,Jedności,POMORSKIE,TOMASZ SZULTKA SZULTKA SPORT,505104.0,Powiat chojnicki
Nowe kierunki rozwoju i dywersyfikacji usług firmy CZAJA IWONA Sala Bankietowa AMELIA w ramach zwiększania konkurencyjności gospodarki i wspierania przedsiębiorstw - województwo pomorskie,POMORSKIE Zelewo Długa 80 84-252,Nazwa: CZAJA IWONA Sala Bankietowa AMELIA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Zelewo<br>Grantobiorca Ulica: Długa<br>Grantobiorca Nr budynku: 80<br>Grantobiorca Kod pocztowy: 84-252<br>Wartość wsparcia: 539884.45,84-252,Zelewo,80,Długa,POMORSKIE,CZAJA IWONA Sala Bankietowa AMELIA,539884.45,Powiat wejherowski
"Dywersyfikacja działalności przedsiębiorstwa F.H.U. ""ALLADYN"". - Region 1, województwo pomorskie",POMORSKIE Jantar Rybacka 43 82-103,"Nazwa: F.H.U. ""ALLADYN"" Grzegorz Pegza<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Jantar<br>Grantobiorca Ulica: Rybacka<br>Grantobiorca Nr budynku: 43<br>Grantobiorca Kod pocztowy: 82-103<br>Wartość wsparcia: 506976.43",82-103,Jantar,43,Rybacka,POMORSKIE,"F.H.U. ""ALLADYN"" Grzegorz Pegza",506976.43,Powiat kwidzynski
"""Rozwój i dywersyfikacja działalności gastronomicznej poprzez innowacyjne rozwiązania i zwiększenie efektywności operacyjnej"" - województwo pomorskie",POMORSKIE Słupsk Anny Łajming 3 76-200,"Nazwa: Przedsiębiorstwo Handlowo-Usługowe ""Złoty Smok"" - Metro Katarzyna Wolska-Bogusz<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Słupsk<br>Grantobiorca Ulica: Anny Łajming<br>Grantobiorca Nr budynku: 3<br>Grantobiorca Kod pocztowy: 76-200<br>Wartość wsparcia: 341382.73",76-200,Słupsk,3,Anny Łajming,POMORSKIE,"Przedsiębiorstwo Handlowo-Usługowe ""Złoty Smok"" - Metro Katarzyna Wolska-Bogusz",341382.73,Powiat koszalinski
"Dywersyfikacja profilu dotychczasowej działalności przedsiębiorstwa 13 Butelek sp. z o.o. poprzez inwestycje mającą na celu wdrożenie nowych usług, świadczonych w województwie Pomorskim.",POMORSKIE Gdynia Grenadierów 23 81-585,Nazwa: 13 BUTELEK sp. z o.o.<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Grenadierów<br>Grantobiorca Nr budynku: 23<br>Grantobiorca Kod pocztowy: 81-585<br>Wartość wsparcia: 539506.03,81-585,Gdynia,23,Grenadierów,POMORSKIE,13 BUTELEK sp. z o.o.,539506.03,Gdynia
Rozszerzenie portfolio usługowego baru Flisak poprzez użycie nowoczesnych technik gastronomicznych do serwowania deserów,POMORSKIE Gdańsk Chlebnicka 9/10 80-830,"Nazwa: 1) BAR GASTRONOMICZNY ""FLISAK"" JOLANTA ŁAWNICZAK 2) CASSA JOLANTA ŁAWNICZAK<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Chlebnicka<br>Grantobiorca Nr budynku: 9/10<br>Grantobiorca Kod pocztowy: 80-830<br>Wartość wsparcia: 200509.29",80-830,Gdańsk,09-Oct,Chlebnicka,POMORSKIE,"1) BAR GASTRONOMICZNY ""FLISAK"" JOLANTA ŁAWNICZAK 2) CASSA JOLANTA ŁAWNICZAK",200509.29,Gdansk
Wzmocnienie przedsiębiorstwa przez uruchomienie nowej usługi w P.H.U. Jarosław Frankowski,POMORSKIE Warzno Słoneczna 6 84-208,Nazwa: P.H.U. Jarosław Frankowski<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Warzno<br>Grantobiorca Ulica: Słoneczna<br>Grantobiorca Nr budynku: 6<br>Grantobiorca Kod pocztowy: 84-208<br>Wartość wsparcia: 451744.09,84-208,Warzno,6,Słoneczna,POMORSKIE,P.H.U. Jarosław Frankowski,451744.09,Powiat wejherowski
"Rozszerzenie i dywersyfikacja działalności firmy LAS JOANNA ZASTRÓŻNA poprzez realizację przedsięwzięcia inwestycyjnego na terenie regionu obejmującego województwo kujawsko-pomorskie, pomorskie i zachodniopomorskie",POMORSKIE Sopot Rzemieślnicza 42 81-855,Nazwa: LAS JOANNA ZASTRÓŻNA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Rzemieślnicza<br>Grantobiorca Nr budynku: 42<br>Grantobiorca Kod pocztowy: 81-855<br>Wartość wsparcia: 221458.5,81-855,Sopot,42,Rzemieślnicza,POMORSKIE,LAS JOANNA ZASTRÓŻNA,221458.5,Sopot
"Dywersyfikacja działalności SMART BODY TRAINER Łukasz Kończak poprzez wdrożenie zajęć edukacyjnych dla dzieci celem zwiększenia odporności i konkurencyjności działalności na przyszłe kryzysy - Region 1 - województwa kujawsko- pomorskie, pomorskie, zachodniopomorskie.",,Nazwa: SMART BODY TRAINER Łukasz Kończak<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Kaczory<br>Grantobiorca Ulica: Piekarska<br>Grantobiorca Nr budynku: 25<br>Grantobiorca Kod pocztowy: 64-810<br>Wartość wsparcia: 506863,64-810,Kaczory,25,Piekarska,POMORSKIE,SMART BODY TRAINER Łukasz Kończak,506863.0,Powiat pilski
"Dywersyfikacja firmy poprzez uruchomienie zewnętrznego SPA, wypożyczalni sprzętu sportowego i kina plenerowego w miejscowości Przyjaźń w woj. pomorskim - Region 1",POMORSKIE Przyjaźń Modrzewiowa 12 83-331,"Nazwa: 1. WOJCIECH PUPEK 2. SIELANKA JAKUB DACKO, WOJCIECH PUPEK, DAWID ZWIERZCHLEWSKI S.C 3. PRZYCZEPOWCY WOJCIECH PUPEK ANDRZEJ KOWALSKI S.C<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Przyjaźń<br>Grantobiorca Ulica: Modrzewiowa<br>Grantobiorca Nr budynku: 12<br>Grantobiorca Kod pocztowy: 83-331<br>Wartość wsparcia: 368631",83-331,Przyjaźń,12,Modrzewiowa,POMORSKIE,"1. WOJCIECH PUPEK 2. SIELANKA JAKUB DACKO, WOJCIECH PUPEK, DAWID ZWIERZCHLEWSKI S.C 3. PRZYCZEPOWCY WOJCIECH PUPEK ANDRZEJ KOWALSKI S.C",368631.0,Powiat kartuski
"Dywersyfikacja działalności MSO INVEST Sp. z o.o. poprzez wdrożenie nowej usługi zajęć sportowych w celu zwiększenia odporności i konkurencyjności przedsiębiorstwa - Region 1 - województwa kujawsko-pomorskie, pomorskie, zachodniopomorskie.",POMORSKIE Gdynia Wincentego Pola 33 81-433,Nazwa: MSO Invest Sp. z o.o.<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Wincentego Pola<br>Grantobiorca Nr budynku: 33<br>Grantobiorca Kod pocztowy: 81-433<br>Wartość wsparcia: 506730,81-433,Gdynia,33,Wincentego Pola,POMORSKIE,MSO Invest Sp. z o.o.,506730.0,Gdynia
"Dywersyfikacja działalności przedsiębiorstwa RESTAURACJA PitStop BOGDAN WASILEWSKI - Region 1, województwo pomorskie",POMORSKIE Gdańsk Ogarna 35/36 80-826,Nazwa: 1. SKLEP OGÓLNOSPOŻYWCZY BOGDAN WASILEWSKI; 2. CAFE BAR MON BALZAC BOGDAN WASILEWSKI; 3. WML BOGDAN WASILEWSKI (wspólnik spółki cywilnej); 4. RESTAURACJA PitStop BOGDAN WASILEWSKI; 5. Wynajem nieruchomości Bogdan Wasilewski 6.BALZAC Bogdan Wasilewski / wspólnik spółki cywilnej/<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Ogarna<br>Grantobiorca Nr budynku: 35/36<br>Grantobiorca Kod pocztowy: 80-826<br>Wartość wsparcia: 259229.07,80-826,Gdańsk,35/36,Ogarna,POMORSKIE,1. SKLEP OGÓLNOSPOŻYWCZY BOGDAN WASILEWSKI; 2. CAFE BAR MON BALZAC BOGDAN WASILEWSKI; 3. WML BOGDAN WASILEWSKI (wspólnik spółki cywilnej); 4. RESTAURACJA PitStop BOGDAN WASILEWSKI; 5. Wynajem nieruchomości Bogdan Wasilewski 6.BALZAC Bogdan Wasilewski / wspólnik spółki cywilnej/,259229.07,Gdansk
Zwiększenie odporności na sytuacje kryzysowe poprzez wprowadzenie nowych usług przez VCS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ z regionu 1: pomorskie w województwie pomorskim,POMORSKIE Sopot Mazowiecka 14 81-862,Nazwa: VCS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Mazowiecka<br>Grantobiorca Nr budynku: 14<br>Grantobiorca Kod pocztowy: 81-862<br>Wartość wsparcia: 532882.8,81-862,Sopot,14,Mazowiecka,POMORSKIE,VCS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,532882.8,Sopot
Panorama Nadmorskich Przygód — Innowacyjne Centrum Aktywnego Wypoczynku i Edukacji Ekologicznej w Kątach Rybackich (Region 1 - województwo pomorskie),POMORSKIE Kamionka 14 82-200,Nazwa: CYTRUS Sprzedaż hurtowa warzyw i owoców - Jarosław Ziółkowski ; Ośrodek Wypoczynkowy PANORAMA - Jarosław Ziółkowski ; KIERPCÓWKA - Jarosław Ziółkowski ; FRANCUSKA - Jarosław Ziółkowski<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Kamionka<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 14<br>Grantobiorca Kod pocztowy: 82-200<br>Wartość wsparcia: 472484.01,82-200,Kamionka,14,,POMORSKIE,CYTRUS Sprzedaż hurtowa warzyw i owoców - Jarosław Ziółkowski ; Ośrodek Wypoczynkowy PANORAMA - Jarosław Ziółkowski ; KIERPCÓWKA - Jarosław Ziółkowski ; FRANCUSKA - Jarosław Ziółkowski,472484.01,Powiat kwidzynski
"Zwiększenie odporności i konkurencyjności firmy PRZEDSIĘBIORSTWO HANDLOWO- USŁUGOWE CARINA ADAM ANDRYJENKO poprzez wdrożenie nowych usług oraz rozszerzenie bazy usługowej, oraz transformację cyfrową i ekologiczną firmy, w regionie województwa pomorskiego (Region 1).",POMORSKIE Tczew Aleja Solidarności 19 83-110,Nazwa: PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE CARINA ADAM ANDRYJENKO<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Tczew<br>Grantobiorca Ulica: Aleja Solidarności<br>Grantobiorca Nr budynku: 19<br>Grantobiorca Kod pocztowy: 83-110<br>Wartość wsparcia: 538877.59,83-110,Tczew,19,Aleja Solidarności,POMORSKIE,PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE CARINA ADAM ANDRYJENKO,538877.59,Powiat tczewski
Rozszerzenie działalności Go Piwko Sp. z o.o. Sp.k. o ofertę noclegową w Wejherowie (pomorskie) wraz z cyfryzacją i elementami zielonej transformacji,POMORSKIE Wejherowo pl. Plac Jakuba Wejhera 2 84-200,Nazwa: Go Piwko Spółka z ograniczoną odpowiedzialnością Spółka komandytowa<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Wejherowo<br>Grantobiorca Ulica: pl. Plac Jakuba Wejhera<br>Grantobiorca Nr budynku: 2<br>Grantobiorca Kod pocztowy: 84-200<br>Wartość wsparcia: 225000,84-200,Wejherowo,2,pl. Plac Jakuba Wejhera,POMORSKIE,Go Piwko Spółka z ograniczoną odpowiedzialnością Spółka komandytowa,225000.0,Powiat wejherowski
Senior - na koń,POMORSKIE Mikołajki Pomorskie 2 82-433,Nazwa: Inny Świat - kraina przyrody i przygody Ryszarda Turo<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Mikołajki Pomorskie<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 2<br>Grantobiorca Kod pocztowy: 82-433<br>Wartość wsparcia: 58829.99,82-433,Mikołajki Pomorskie,2,,POMORSKIE,Inny Świat - kraina przyrody i przygody Ryszarda Turo,58829.99,Powiat kwidzynski
"Rozszerzenie i dywersyfikacja działalności turystycznej firmy ANNA BOREYSZA ""SIEDEM DĘBÓW"" wynajem pokoi Anna Boreysza z siedzibą w Mikoszewie (woj. pomorskie) o nowe produkty i usługi w branży HORECA wraz z wdrożeniem rozwiązań cyfrowych i proekologicznych w przedsiębiorstwie oraz zakupem powiązanych usług doradczych i szkoleniowych.",POMORSKIE Mikoszewo Gdańska 20 82-103,"Nazwa: ANNA BOREYSZA ""SIEDEM DĘBÓW"" - wynajem pokoi -Anna Boreysza<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Mikoszewo<br>Grantobiorca Ulica: Gdańska<br>Grantobiorca Nr budynku: 20<br>Grantobiorca Kod pocztowy: 82-103<br>Wartość wsparcia: 503085.24",82-103,Mikoszewo,20,Gdańska,POMORSKIE,"ANNA BOREYSZA ""SIEDEM DĘBÓW"" - wynajem pokoi -Anna Boreysza",503085.24,Powiat kwidzynski
"Rozwój działalności STEREO S.C. poprzez wprowadzenie wynajmu sprzętu rekreacyjnego i sportowego wraz ze stacją ładowania oraz nowych usług VIP, pokazów kulinarnych i cyfryzacji zamówień w województwie pomorskim",POMORSKIE Gdańsk Leśny Stok 4 80-260,"Nazwa: Stereo s.c. Andrzej Kosmol, Maria Kosmol<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Leśny Stok<br>Grantobiorca Nr budynku: 4<br>Grantobiorca Kod pocztowy: 80-260<br>Wartość wsparcia: 537339.24",80-260,Gdańsk,4,Leśny Stok,POMORSKIE,"Stereo s.c. Andrzej Kosmol, Maria Kosmol",537339.24,Gdansk
Rozszerzenie działalności firmy Auto Comfort Tomasz Gałązka poprzez wprowadzenie nowej usługi na terenie województwa pomorskiego.,POMORSKIE Sopot Aleja Niepodległości 708 81-853,Nazwa: Auto Comfort Tomasz Gałązka<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Aleja Niepodległości<br>Grantobiorca Nr budynku: 708<br>Grantobiorca Kod pocztowy: 81-853<br>Wartość wsparcia: 357328.56,81-853,Sopot,708,Aleja Niepodległości,POMORSKIE,Auto Comfort Tomasz Gałązka,357328.56,Sopot
Dywersyfikacja działalności firmy P.H.U. ANDRZEJ JASTRZĘBSKI w kierunku nowej usługi - organizacja imprez okolicznościowych oferowana z noclegiem w woj. pomorskim.,POMORSKIE Wejherowo Jana III Sobieskiego 328b 84-200,Nazwa: P.H.U. Andrzej Jastrzębski<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Wejherowo<br>Grantobiorca Ulica: Jana III Sobieskiego<br>Grantobiorca Nr budynku: 328b<br>Grantobiorca Kod pocztowy: 84-200<br>Wartość wsparcia: 394971.4,84-200,Wejherowo,328b,Jana III Sobieskiego,POMORSKIE,P.H.U. Andrzej Jastrzębski,394971.4,Powiat wejherowski
"Dywersyfikacja działalności spółki EXCELLENCE poprzez wprowadzenie nowej usługi - Region 1, województwo pomorskie",POMORSKIE Malbork Wałowa 2 82-200,Nazwa: EXCALMA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Malbork<br>Grantobiorca Ulica: Wałowa<br>Grantobiorca Nr budynku: 2<br>Grantobiorca Kod pocztowy: 82-200<br>Wartość wsparcia: 461535.53,82-200,Malbork,2,Wałowa,POMORSKIE,EXCALMA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,461535.53,Powiat kwidzynski
Rozszerzenie i dywersyfikacja działalności firmy A & R Przedsiębiorstwo Handlowo - Usługowe Rafał Czech w sektorze usług noclegowych i organizacji spotkań biznesowych w domku na wodzie w Rejonie 1,POMORSKIE Luzino Księdza Machalewskiego 6 84-242,Nazwa: A & R Przedsiębiorstwo Handlowo - Usługowe Rafał Czech<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Luzino<br>Grantobiorca Ulica: Księdza Machalewskiego<br>Grantobiorca Nr budynku: 6<br>Grantobiorca Kod pocztowy: 84-242<br>Wartość wsparcia: 539181,84-242,Luzino,6,Księdza Machalewskiego,POMORSKIE,A & R Przedsiębiorstwo Handlowo - Usługowe Rafał Czech,539181.0,Powiat wejherowski
Rozszerzenie i dywersyfikacja działalności firmy w celu zwiększenia odporności na sytuacje kryzysowe i zwiększenia konkurencyjność przedsiębiorstwa w woj. pomorskim.,POMORSKIE Gdańsk Chłopska 64f 80-350,Nazwa: REMCO REMIGIUSZ GALA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Chłopska<br>Grantobiorca Nr budynku: 64f<br>Grantobiorca Kod pocztowy: 80-350<br>Wartość wsparcia: 540000,80-350,Gdańsk,64f,Chłopska,POMORSKIE,REMCO REMIGIUSZ GALA,540000.0,Gdansk
