name,address,description,Grantobiorca Kod pocztowy,Grantobiorca Miejscowość,Grantobiorca Nr budynku,Grantobiorca Ulica,Miejsce Realizacji Województwo,Nazwa,Wartość wsparcia
"Zwiększenie odporności przedsiębiorstwa MŚP na nieprzewidziane sytuacje kryzysowe. Wdrożenie nowych usług cateringowo - eventowych, zakup niezbędnych energooszczędnych urządzeń kuchennych i wyposażenia, zakup instalacji wentylacyjnej, zakup pompy ciepła do podgrzewania wody oraz wdrożenie gospodarki obiegu zamkniętego w firmie SOFRA RENATA CHĄDZYŃSKA ZIEMAK w Markach w województwie mazowieckim.",MAZOWIECKIE Marki Marszałka Józefa Aleja Marszałka Józefa Piłsudskiego 1 05-270,Nazwa: SOFRA RENATA CHĄDZYŃSKA ZIEMAK<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Marki<br>Grantobiorca Ulica: Marszałka Józefa Aleja Marszałka Józefa Piłsudskiego<br>Grantobiorca Nr budynku: 1<br>Grantobiorca Kod pocztowy: 05-270<br>Wartość wsparcia: 177084.44,05-270,Marki,1,Marszałka Józefa Aleja Marszałka Józefa Piłsudskiego,MAZOWIECKIE,SOFRA RENATA CHĄDZYŃSKA ZIEMAK,177084.44
"Przedsięwziecie związane z dywersyfikacją przedsiębiorstwa poprzez wprowadzenie i uruchomienie nowego kodu PKD 56.10.B w działalności firmy w postaci mobilnych wózków gastronomicznych, wykorzystywanych do sprzedaży gotowych produktów żywnościowych. Przędsięwzięcie oparte jest również o element zielonej energii, dzięki zainstalowanym panelom fotowoltaicznym o mocy 410 WP na każdym z wózków gastronomicznych wraz z bankiem energii.",MAZOWIECKIE Warszawa gen. Tadeusza Bora-Komorowskiego 14 03-982,Nazwa: Catering Siekierka - Bartosz Siekierka<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: gen. Tadeusza Bora-Komorowskiego<br>Grantobiorca Nr budynku: 14<br>Grantobiorca Kod pocztowy: 03-982<br>Wartość wsparcia: 490060.7,03-982,Warszawa,14,gen. Tadeusza Bora-Komorowskiego,MAZOWIECKIE,Catering Siekierka - Bartosz Siekierka,490060.7
Dywersyfikacja i rozszerzenie działalności hotelu Dwór Mystkowo w województwie mazowieckim poprzez inwestycje umożliwiające stworzenie nowej oferty usługowej hotelu,MAZOWIECKIE Mystkowo 22 09-130,Nazwa: DWÓR MYSTKOWO JACEK ŻABIK<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Mystkowo<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 22<br>Grantobiorca Kod pocztowy: 09-130<br>Wartość wsparcia: 453767.4,09-130,Mystkowo,22,,MAZOWIECKIE,DWÓR MYSTKOWO JACEK ŻABIK,453767.4
Dywersyfikacja przedsiębiorstwa Warsaw Dispatch poprzez nowe usługi wynajem i dzierżawę żaglówek ( TISE S.A.) - mazowieckie,MAZOWIECKIE Warszawa Nowy Świat 41a 00-042,Nazwa: WARSAW DISPATCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Nowy Świat<br>Grantobiorca Nr budynku: 41a<br>Grantobiorca Kod pocztowy: 00-042<br>Wartość wsparcia: 523104.5,00-042,Warszawa,41a,Nowy Świat,MAZOWIECKIE,WARSAW DISPATCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,523104.5
Dywersyfikacja działalności FH-G „GASTRO-POL” Jolanta Sobaszek w województwie mazowieckim poprzez rozszerzenie oferty o catering produktów garmażeryjnych,MAZOWIECKIE Stefanów 2c 09-500,"Nazwa: FIRMA HOTELARSKO - GASTRONOMICZNA ""GASTRO - POL"" JOLANTA SOBASZEK<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Stefanów<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 2c<br>Grantobiorca Kod pocztowy: 09-500<br>Wartość wsparcia: 81810",09-500,Stefanów,2c,,MAZOWIECKIE,"FIRMA HOTELARSKO - GASTRONOMICZNA ""GASTRO - POL"" JOLANTA SOBASZEK",81810
Kuchnia włoska i kino - dywersyfikacja działalności firmy Multiconcept poprzez wprowadzenie nowej oferty w postaci organizacji projekcji filmowych połączonych z ofertą gastronomiczną pod nazwą CinemaGusto,MAZOWIECKIE Warszawa Franciszka Klimczaka 1 02-797,"Nazwa: ""MULTICONCEPT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Franciszka Klimczaka<br>Grantobiorca Nr budynku: 1<br>Grantobiorca Kod pocztowy: 02-797<br>Wartość wsparcia: 509743.46",02-797,Warszawa,1,Franciszka Klimczaka,MAZOWIECKIE,"""MULTICONCEPT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",509743.46
"Nowe usługi: organizowanie obozów sportowych, zajęć gimnastycznych, kursów sztuk walki, prowadzenie szkoleń i kursów dla instruktorów sportu, nauczycieli i trenerów jako dywersyfikacja działalności MICHAŁ WESOŁOWSKI COACH & ATHLETE w Ełku w województwie warmińsko-mazurskim.",WARMIŃSKO-MAZURSKIE Ełk Tadeusza Kościuszki 26A 19-300,Nazwa: MICHAŁ WESOŁOWSKI COACH & ATHLETE<br>Miejsce Realizacji Województwo: WARMIŃSKO-MAZURSKIE<br>Grantobiorca Miejscowość: Ełk<br>Grantobiorca Ulica: Tadeusza Kościuszki<br>Grantobiorca Nr budynku: 26A<br>Grantobiorca Kod pocztowy: 19-300<br>Wartość wsparcia: 523721.14,19-300,Ełk,26A,Tadeusza Kościuszki,WARMIŃSKO-MAZURSKIE,MICHAŁ WESOŁOWSKI COACH & ATHLETE,523721.14
Rozszerzenie działalności Harmonia Mundi Sp.z o.o. i uodpornienie na przyszłe kryzysy poprzez wprowadzenie do oferty nowych usług noclegowych w woj. warmińsko mazurskim -region 2,WARMIŃSKO-MAZURSKIE Olsztyn Towarowa 20b 10-417,Nazwa: HARMONIA MUNDI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: WARMIŃSKO-MAZURSKIE<br>Grantobiorca Miejscowość: Olsztyn<br>Grantobiorca Ulica: Towarowa<br>Grantobiorca Nr budynku: 20b<br>Grantobiorca Kod pocztowy: 10-417<br>Wartość wsparcia: 419940,10-417,Olsztyn,20b,Towarowa,WARMIŃSKO-MAZURSKIE,HARMONIA MUNDI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,419940
Rozszerzenie oferty gastronomicznej kawiarni Cafe Marcus w Radomiu - Region 2,MAZOWIECKIE Radom Stefana Żeromskiego 39 26-600,Nazwa: Cafe Marcus Małgorzata Rychtelska<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Radom<br>Grantobiorca Ulica: Stefana Żeromskiego<br>Grantobiorca Nr budynku: 39<br>Grantobiorca Kod pocztowy: 26-600<br>Wartość wsparcia: 342222.3,26-600,Radom,39,Stefana Żeromskiego,MAZOWIECKIE,Cafe Marcus Małgorzata Rychtelska,342222.3
"Dywersyfikacja działalności i poprawa konkurencyjności poprzez uruchomienie nowej usługi przygotowywania i dostawy szerokiej gamy posiłków gotowych (obiadów , zup, kanapek, przekąsek oraz świeżych soków ) z wykorzystaniem własnych rzemieślniczych półproduktów piekarniczych i cukierniczych.",MAZOWIECKIE Nowy Dwór Mazowiecki Nowołęczna 1 05-100,Nazwa: Kołacz Mateusz Jankowski<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Nowy Dwór Mazowiecki<br>Grantobiorca Ulica: Nowołęczna<br>Grantobiorca Nr budynku: 1<br>Grantobiorca Kod pocztowy: 05-100<br>Wartość wsparcia: 539500.24,05-100,Nowy Dwór Mazowiecki,1,Nowołęczna,MAZOWIECKIE,Kołacz Mateusz Jankowski,539500.24
Poszerzenie działalności gastronomicznej restauracji Wodna-Osada Anna Dec o funkcje konferencyjno-rekreacyjne,MAZOWIECKIE Grzegorzewice Pałacowa 58 96-321,"Nazwa: ""WODNA-OSADA ANNA DEC""<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Grzegorzewice<br>Grantobiorca Ulica: Pałacowa<br>Grantobiorca Nr budynku: 58<br>Grantobiorca Kod pocztowy: 96-321<br>Wartość wsparcia: 346871",96-321,Grzegorzewice,58,Pałacowa,MAZOWIECKIE,"""WODNA-OSADA ANNA DEC""",346871
"Wdrożenie w działalności Wnioskodawcy nowej, nieistniejącej wcześniej w ofercie Wnioskodawcy, usługi w postaci dzierżawy i wypożyczania łodzi żaglowej bez załogi, powodującej wprowadzenie nowego zakresu działalności i zwiększenia odporności przedsiębiorstwa na sytuacje kryzysowe- Region 2 Województwo mazowieckie",MAZOWIECKIE Warszawa Modlińska 190 A 03-186,"Nazwa: ""PROSPER"" S.C. JACEK LEWCZUK, MARIA LEWCZUK<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Modlińska<br>Grantobiorca Nr budynku: 190 A<br>Grantobiorca Kod pocztowy: 03-186<br>Wartość wsparcia: 469807.87",03-186,Warszawa,190 A,Modlińska,MAZOWIECKIE,"""PROSPER"" S.C. JACEK LEWCZUK, MARIA LEWCZUK",469807.87
"Wdrożenie w działalności Wnioskodawcy nowej, nieistniejącej wcześniej w ofercie Wnioskodawcy, usługi w postaci wynajmu pokoi powodującej wprowadzenie nowego zakresu działalności i zwiększenie odporności przedsiębiorstwa na sytuacje kryzysowe - Region 2 - województwo mazowieckie",MAZOWIECKIE Tarczyn Rynek 38 05-555,"Nazwa: BEATA RADKIEWICZ ""BENITEX""<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Tarczyn<br>Grantobiorca Ulica: Rynek<br>Grantobiorca Nr budynku: 38<br>Grantobiorca Kod pocztowy: 05-555<br>Wartość wsparcia: 530825.92",05-555,Tarczyn,38,Rynek,MAZOWIECKIE,"BEATA RADKIEWICZ ""BENITEX""",530825.92
"Wdrożenie w działalności Wnioskodawcy nowej, nieistniejącej wcześniej w ofercie Wnioskodawcy, usługi w postaci cateringu powodującej wprowadzenie nowego zakresu działalności i zwiększenie odporności przedsiębiorstwa na sytuacje kryzysowe - Region 2 Województwo mazowieckie",MAZOWIECKIE Warszawa Pabla Picassa 2 03-126,"Nazwa: BENEDYKTA ŁAPIŃSKA ""ECHO""<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Pabla Picassa<br>Grantobiorca Nr budynku: 2<br>Grantobiorca Kod pocztowy: 03-126<br>Wartość wsparcia: 278309.63",03-126,Warszawa,2,Pabla Picassa,MAZOWIECKIE,"BENEDYKTA ŁAPIŃSKA ""ECHO""",278309.63
"Rozszerzenie i dywersyfikacja bazy usług Vengo DMC Poland sp. z o. o. z elementami cyfryzacji dzięki pomocy finansowej dla MŚP prowadzących działalność w sektorze hotelarstwa, gastronomii, turystyki lub kultury w ramach Inwestycji A1.2.1 KPO z regionu nr 2 obejmującego województwa: mazowieckie, podlaskie, warmińsko-mazurskie.",MAZOWIECKIE Warszawa Ratuszowa 11 04-450,Nazwa: VENGO DMC POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Ratuszowa<br>Grantobiorca Nr budynku: 11<br>Grantobiorca Kod pocztowy: 04-450<br>Wartość wsparcia: 143660.15,04-450,Warszawa,11,Ratuszowa,MAZOWIECKIE,VENGO DMC POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,143660.15
Wprowadzenie nowej oferty mobilnych usług rekreacyjnych z wdrożeniem procedur ich świadczenia oraz przeszkoleniem personelu w celu dywersyfikacji działalności i wzrostu odporności na zmiany w otoczeniu biznesowym.,MAZOWIECKIE Wołomin 1 Maja 54 05-200,Nazwa: MOMAG EVENTS GRZEGORZ ZYCH<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Wołomin<br>Grantobiorca Ulica: 1 Maja<br>Grantobiorca Nr budynku: 54<br>Grantobiorca Kod pocztowy: 05-200<br>Wartość wsparcia: 251373.01,05-200,Wołomin,54,1 Maja,MAZOWIECKIE,MOMAG EVENTS GRZEGORZ ZYCH,251373.01
"Dywersyfikacja i uodpornienie działalności P. PPHU Leder – Pol Antoni Winnicki w regionie województwa mazowieckiego, poprzez wprowadzenie nowych usług organizacji spotkań i konferencji oraz rozszerzenie oferty poprzez stworzenie nowego lokalu restauracyjno-konferencyjnego oferującego menu kuchni japońskiej i wprowadzenie nowych kanałów sprzedaży celem zwiększenia konkurencyjności i odporności w branży HoReCa",MAZOWIECKIE Radom Stefana Żeromskiego 63 26-600,"Nazwa: ""LEDER-POL"" PRZEDSIĘBIORSTWO PRODUKCYJNO - HANDLOWO - USŁUGOWE Antoni Winnicki<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Radom<br>Grantobiorca Ulica: Stefana Żeromskiego<br>Grantobiorca Nr budynku: 63<br>Grantobiorca Kod pocztowy: 26-600<br>Wartość wsparcia: 539989.2",26-600,Radom,63,Stefana Żeromskiego,MAZOWIECKIE,"""LEDER-POL"" PRZEDSIĘBIORSTWO PRODUKCYJNO - HANDLOWO - USŁUGOWE Antoni Winnicki",539989.2
"Dywersyfikacja działalności w ramach A1.2.1 Inwestycje dla przedsiębiorstw w produkty, usługi i kompetencje pracowników oraz kadry związane z dywersyfikacją działalności. Projekt pt. "" Wypożyczalnia eBike Anna Łuniewska""",MAZOWIECKIE Marki Józefa Sowińskiego 10d 05-270,Nazwa: ANNA ŁUNIEWSKA<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Marki<br>Grantobiorca Ulica: Józefa Sowińskiego<br>Grantobiorca Nr budynku: 10d<br>Grantobiorca Kod pocztowy: 05-270<br>Wartość wsparcia: 539889.09,05-270,Marki,10d,Józefa Sowińskiego,MAZOWIECKIE,ANNA ŁUNIEWSKA,539889.09
"Zwiększenie odporności poprzez stworzenie nowych usług - wypożyczanie sprzętu turystycznego, unowocześnienie obiektu i zastosowanie technologii cyfrowych (Warszawa, województwo mazowieckie).",MAZOWIECKIE Warszawa Świętojańska 2 00-288,Nazwa: ZAMEK OKI DOKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Świętojańska<br>Grantobiorca Nr budynku: 2<br>Grantobiorca Kod pocztowy: 00-288<br>Wartość wsparcia: 325110.55,00-288,Warszawa,2,Świętojańska,MAZOWIECKIE,ZAMEK OKI DOKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,325110.55
Dywersyfikacja działalności firmy La Finestra spółka cywilna w obszarze cateringu dietetycznego dla dzieci na terenie województwa mazowieckiego,MAZOWIECKIE Warszawa Grójecka 46/50 02-320,Nazwa: LA FINESTRA SPÓŁKA CYWILNA<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Grójecka<br>Grantobiorca Nr budynku: 46/50<br>Grantobiorca Kod pocztowy: 02-320<br>Wartość wsparcia: 422617.5,02-320,Warszawa,46/50,Grójecka,MAZOWIECKIE,LA FINESTRA SPÓŁKA CYWILNA,422617.5
"Dywersyfikacja działalności Kartka Katarzyna Kanabus, prowadzonej w Regionie 2 woj. mazowieckie.",MAZOWIECKIE Marki Kolorowa 17 05-270,Nazwa: KARTKA KATARZYNA KANABUS<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Marki<br>Grantobiorca Ulica: Kolorowa<br>Grantobiorca Nr budynku: 17<br>Grantobiorca Kod pocztowy: 05-270<br>Wartość wsparcia: 411244.83,05-270,Marki,17,Kolorowa,MAZOWIECKIE,KARTKA KATARZYNA KANABUS,411244.83
"Dywersyfikacja działalności PKD82.30Z poprzez wprowadzenie nowej usługi PKD77.21.Z wypożyczanie Jachtu Zakup usługi szkoleniowej i doradczej poszerzy się rynek obecnych odbiorcówB2B o nowych klientów indywidualnych Transformacja cyfrowa tj ulepszenie systemów informatycznych obsługi klienta możliwość pracy zdalnej sklep internetowy związane z przedsięwzięciem wpłynie na uodpornienie zwiększenie sprzedaży i ograniczenie ryzyk związanych z przyszłymi możliwymi kryzysami, Region 2 woj. mazowieckie",MAZOWIECKIE Warszawa Jagiellońska 78 03-301,"Nazwa: BIURO PROMOCJI EXPORTU ""EURO TARGI"" TERESA PRONDZINSKA<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Jagiellońska<br>Grantobiorca Nr budynku: 78<br>Grantobiorca Kod pocztowy: 03-301<br>Wartość wsparcia: 539918.43",03-301,Warszawa,78,Jagiellońska,MAZOWIECKIE,"BIURO PROMOCJI EXPORTU ""EURO TARGI"" TERESA PRONDZINSKA",539918.43
Zwiększenie odporności firmy APERTA GROUP ALICJA NOWAKOWSKA poprzez realizację inwestycji w regionie mazowieckim w celu dywersyfikacji działaności w kierunku przygotowywania i dostarczania żywności w formie cateringu zewnętrznego oraz świadczenia usługi ruchomej placówki gastronomicznej związanej ze sprzedażą lodów,MAZOWIECKIE Warszawa Majdańska 1 04-088,Nazwa: APERTA GROUP ALICJA NOWAKOWSKA<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Majdańska<br>Grantobiorca Nr budynku: 1<br>Grantobiorca Kod pocztowy: 04-088<br>Wartość wsparcia: 352289.01,04-088,Warszawa,1,Majdańska,MAZOWIECKIE,APERTA GROUP ALICJA NOWAKOWSKA,352289.01
"Dywersyfikacja działalności Bazar Sp. z o.o., prowadzonej w Regionie nr 2 - województwo mazowieckie.",MAZOWIECKIE Warszawa Stefana Okrzei 26 03-710,Nazwa: BAZAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Stefana Okrzei<br>Grantobiorca Nr budynku: 26<br>Grantobiorca Kod pocztowy: 03-710<br>Wartość wsparcia: 398198.97,03-710,Warszawa,26,Stefana Okrzei,MAZOWIECKIE,BAZAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,398198.97
Rozszerzenie działalności restauracji Szum o katering,MAZOWIECKIE Warszawa Karolkowa 30 01-207,Nazwa: SZUM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Karolkowa<br>Grantobiorca Nr budynku: 30<br>Grantobiorca Kod pocztowy: 01-207<br>Wartość wsparcia: 539806.69,01-207,Warszawa,30,Karolkowa,MAZOWIECKIE,SZUM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,539806.69
Dywersyfikacja działalności prowadzonej przez MMW Sp. z o.o.,MAZOWIECKIE Wilga Stawowa 9 08-470,Nazwa: MMW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Wilga<br>Grantobiorca Ulica: Stawowa<br>Grantobiorca Nr budynku: 9<br>Grantobiorca Kod pocztowy: 08-470<br>Wartość wsparcia: 511096.41,08-470,Wilga,9,Stawowa,MAZOWIECKIE,MMW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,511096.41
"Rozszerzenie działalności poprzez wdrożenie usługi wynajmu houseboata dla klientów indywidualnych (KOD PKD: 77.34.Z Wypożyczanie i dzierżawa środków transportu wodnego) w miejscowości Augustów, w gminie Augustów, w powiecie augustowskim, w województwie podlaskim (region nr 2)",PODLASKIE Ploski 201 17-100,Nazwa: KARCZMA KOSZARKA Ewa Gawryluk<br>Miejsce Realizacji Województwo: PODLASKIE<br>Grantobiorca Miejscowość: Ploski<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 201<br>Grantobiorca Kod pocztowy: 17-100<br>Wartość wsparcia: 529470.22,17-100,Ploski,201,,PODLASKIE,KARCZMA KOSZARKA Ewa Gawryluk,529470.22
"Dywersyfikacja działalności firmy Browar Palatum Łukasz Kojro poprzez uruchomienie mobilnych punktów gastronomicznych w województwie mazowieckim (region 2) w celu zwiększenia konkurencyjności, produktywności oraz odporności przedsiębiorstwa.",MAZOWIECKIE Warszawa Związkowa 44 04-522,Nazwa: Browar Palatum Łukasz Kojro<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Związkowa<br>Grantobiorca Nr budynku: 44<br>Grantobiorca Kod pocztowy: 04-522<br>Wartość wsparcia: 430094.75,04-522,Warszawa,44,Związkowa,MAZOWIECKIE,Browar Palatum Łukasz Kojro,430094.75
"Dywersyfikacja działalności przedsiębiorstwa THAI DUONG sp. z o.o. poprzez sprzedaż żywności azjatyckiej w food trucku, w ramach inwestycji A1.2.1 dla regionu nr 2.",MAZOWIECKIE Warszawa al. Aleje Jerozolimskie 87 02-001,Nazwa: THAI DUONG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: al. Aleje Jerozolimskie<br>Grantobiorca Nr budynku: 87<br>Grantobiorca Kod pocztowy: 02-001<br>Wartość wsparcia: 433474.11,02-001,Warszawa,87,al. Aleje Jerozolimskie,MAZOWIECKIE,THAI DUONG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,433474.11
"Rozszerzenie działalności przedsiębiorcy MAREK MICHNIEWICZ NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""IMPULS""",WARMIŃSKO-MAZURSKIE Spychowo Mazurska 22 12-150,"Nazwa: MAREK MICHNIEWICZ NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""IMPULS""<br>Miejsce Realizacji Województwo: WARMIŃSKO-MAZURSKIE<br>Grantobiorca Miejscowość: Spychowo<br>Grantobiorca Ulica: Mazurska<br>Grantobiorca Nr budynku: 22<br>Grantobiorca Kod pocztowy: 12-150<br>Wartość wsparcia: 528190.25",12-150,Spychowo,22,Mazurska,WARMIŃSKO-MAZURSKIE,"MAREK MICHNIEWICZ NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""IMPULS""",528190.25
Modernizacja sposobu świadczenia usług oraz rozszerzenie usług o wypożyczalnię rowerów w Centrum Konferencyjno-Apartamentowym Mrówka sposobem na podniesienie odporności na sytuacje kryzysowe oraz podniesienie jakości usług turystycznych w woj. Mazowieckim,MAZOWIECKIE Warszawa Przekorna 33 02-971,"Nazwa: CENTRUM KONFERENCYJNO-APARTAMENTOWE ""MRÓWKA"" Marta Mrówka<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Przekorna<br>Grantobiorca Nr budynku: 33<br>Grantobiorca Kod pocztowy: 02-971<br>Wartość wsparcia: 404648.39",02-971,Warszawa,33,Przekorna,MAZOWIECKIE,"CENTRUM KONFERENCYJNO-APARTAMENTOWE ""MRÓWKA"" Marta Mrówka",404648.39
ZWIĘKSZENIE KONKURENCYJNOŚCI I ODPORNOŚCI NA POTENCJALNE SYTUACJE KRYZYSOWE KLUBOKAWIARNI PARADOX CAFE POPRZEZ WPROWADZENIE NOWYCH USŁUG.,MAZOWIECKIE Warszawa Mordechaja Anielewicza 2 00-157,Nazwa: Bogusław JAKUBOWSKI ASH 33<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Mordechaja Anielewicza<br>Grantobiorca Nr budynku: 2<br>Grantobiorca Kod pocztowy: 00-157<br>Wartość wsparcia: 178380.72,00-157,Warszawa,2,Mordechaja Anielewicza,MAZOWIECKIE,Bogusław JAKUBOWSKI ASH 33,178380.72
Nowe kierunki rozwoju i dywersyfikacji usług firmy Oczyszczalnia Miejsce Sp. z o.o. w wojewódzkie mazowieckim w ramach zwiększania konkurencyjności gospodarki i wspierania przedsiębiorstw (Region 2),MAZOWIECKIE Ludwików 26A 96-515,Nazwa: OCZYSZCZALNIA MIEJSCE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Ludwików<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 26A<br>Grantobiorca Kod pocztowy: 96-515<br>Wartość wsparcia: 539787.04,96-515,Ludwików,26A,,MAZOWIECKIE,OCZYSZCZALNIA MIEJSCE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,539787.04
Wzrost odporności i konkurencyjności firmy TAJEMNICA SZCZĘŚCIA - DOMINIK SOBIECKI,MAZOWIECKIE Warszawa Eugeniusza Lokajskiego 16 02-793,Nazwa: TAJEMNICA SZCZĘŚCIA - DOMINIK SOBIECKI<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Eugeniusza Lokajskiego<br>Grantobiorca Nr budynku: 16<br>Grantobiorca Kod pocztowy: 02-793<br>Wartość wsparcia: 533967.7,02-793,Warszawa,16,Eugeniusza Lokajskiego,MAZOWIECKIE,TAJEMNICA SZCZĘŚCIA - DOMINIK SOBIECKI,533967.7
DYWERSYFIKACJA DZIAŁALNOŚCI MEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MAZOWIECKIE Warszawa Antoniego Fontany 26 01-885,Nazwa: MEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: MAZOWIECKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Antoniego Fontany<br>Grantobiorca Nr budynku: 26<br>Grantobiorca Kod pocztowy: 01-885<br>Wartość wsparcia: 535359,01-885,Warszawa,26,Antoniego Fontany,MAZOWIECKIE,MEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,535359
